,subj_id,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_drift_load,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.hddm_thresh_load,attention_network_task.hddm_drift,attention_network_task.hddm_drift_center,attention_network_task.hddm_drift_congruent,attention_network_task.hddm_drift_double,attention_network_task.hddm_drift_incongruent,attention_network_task.hddm_drift_neutral,attention_network_task.hddm_drift_nocue,attention_network_task.hddm_drift_spatial,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,directed_forgetting.hddm_drift,directed_forgetting.hddm_drift_con,directed_forgetting.hddm_drift_neg,directed_forgetting.hddm_drift_pos,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_drift_AX,dot_pattern_expectancy.hddm_drift_AY,dot_pattern_expectancy.hddm_drift_BX,dot_pattern_expectancy.hddm_drift_BY,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,local_global_letter.hddm_drift,local_global_letter.hddm_drift_congruent,local_global_letter.hddm_drift_global,local_global_letter.hddm_drift_incongruent,local_global_letter.hddm_drift_local,local_global_letter.hddm_drift_neutral,local_global_letter.hddm_drift_stay,local_global_letter.hddm_drift_switch,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_drift_critical,motor_selective_stop_signal.hddm_drift_non-critical,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,recent_probes.hddm_drift,recent_probes.hddm_drift_rec_neg,recent_probes.hddm_drift_rec_pos,recent_probes.hddm_drift_xrec_neg,recent_probes.hddm_drift_xrec_pos,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,shape_matching.hddm_drift,shape_matching.hddm_drift_SDD,shape_matching.hddm_drift_SNN,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,simon.hddm_drift,simon.hddm_drift_congruent,simon.hddm_drift_incongruent,simon.hddm_non_decision,simon.hddm_thresh,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_drift_go,stim_selective_stop_signal.hddm_drift_ignore,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh,stop_signal.hddm_drift,stop_signal.hddm_drift_high,stop_signal.hddm_drift_low,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.hddm_thresh_high,stop_signal.hddm_thresh_low,stroop.hddm_drift,stroop.hddm_drift_congruent,stroop.hddm_drift_incongruent,stroop.hddm_non_decision,stroop.hddm_thresh,threebytwo.hddm_drift,threebytwo.hddm_drift_100.0,threebytwo.hddm_drift_900.0,threebytwo.hddm_drift_cue_stay,threebytwo.hddm_drift_cue_switch,threebytwo.hddm_drift_task_stay,threebytwo.hddm_drift_task_switch,threebytwo.hddm_non_decision,threebytwo.hddm_thresh
0,s184,4.4274931824414505,-1.1308810860737648,0.31012189167194026,1.726501307772291,-0.13699895844422427,4.5046895752453056,-0.3951550668577653,-0.2488266507659516,0.037396156023939114,-0.2657168993100712,0.5145435500760228,0.00047691455220720303,0.3572819962816189,0.3498667014238042,2.6357592945229795,4.508302899763852,0.2259555820334046,1.3553511016463993,2.115289456987672,-0.12916373386822486,-0.11821123934476045,0.2473749732129853,0.3711486888788,1.923905386957696,3.3343155338017323,-0.3867099734127743,-1.5421373641373792,0.2699281241099841,1.6589192134401691,0.1838087686620428,1.998885472739752,1.5258553288314296,0.284922976282698,0.10554018948499423,-0.6177202842836358,-0.10554018948499423,0.3327973080009378,0.08438862819059245,-0.08438862819059245,0.4060997974371514,2.121764032041145,3.673205033193245,-0.9408987491581268,0.9408987491581268,0.2685770061187933,1.9238085012763992,1.2509373339312442,1.0307136758061721,-0.7096982896270094,0.19310704797947606,-0.5141224341586386,0.4645021851271841,2.1533578673663296,3.3192198411532114,-0.7070958221166629,0.7070958221166629,0.3657763345147496,1.305076891136407,3.0406349422746084,0.11796673576608654,-0.11796673576608654,0.3094895480967593,1.3818765223247798,3.7440956769447338,0.12892989362991014,-0.12892989362991014,0.4783764764952753,2.8665393058276654,3.0324943232142774,0.29469343687778143,-0.29469343687778143,0.3015703505725489,2.272032157248546,0.37476681072314455,-0.37476681072314455,3.6222813930391746,0.4143758274072566,-0.4143758274072566,0.2821233104637409,3.8118689225562186,2.241665445004545,-0.7845044232901677,0.7845044232901677,-0.061203441009352585,0.061203441009352585,0.09517711722715938,-0.09517711722715938,0.2927894044115488,1.9004609972927933
1,s121,1.7709227549061606,-0.3009886585063349,0.0559256332948578,2.542889505260184,-0.18527404710029668,3.272247036735439,-0.0418688995390803,0.1872200672863462,-0.5926945865860942,-0.6507517966750356,0.4635317293886894,-0.20746678109795336,0.8420302672231279,0.43265436083253456,2.0738968538533293,3.8473804670343847,0.27758984709524204,2.4683635165454714,1.7188572646754832,0.0066891440641916895,0.07246188159317576,-0.07915102565736745,0.5535335010999659,1.9435580629856224,1.5009954276994142,0.4337028647590909,-1.6028078614654486,0.1695968827287102,0.9995081139776476,0.05899518770234838,2.228731133585569,1.003167992762458,0.1169752102987496,-0.06392593708068332,-0.005052031198361766,0.06392593708068332,-0.11192317910038783,0.14316375203648635,-0.14316375203648635,0.4304375018684394,2.0817288985345583,2.0665729512775166,-0.06155383453131458,0.06155383453131458,0.3950818114041129,1.169752412985589,1.4521131543932302,-0.4716448452996973,0.1891082872612308,0.11863085443523355,0.16390570360323295,0.5789873530454075,1.6894893644755518,2.367990728808648,-0.5430931789433017,0.5430931789433017,0.5471224728129285,1.4573988229013537,2.6299743592518903,0.13301295983978914,-0.13301295983978914,0.4031893235184866,1.902139450780255,2.1579717354735166,0.27795164672089706,-0.27795164672089706,0.37691838012200746,1.3541206248957425,1.8260978968218688,-0.03355454665798746,0.03355454665798746,0.2910662364392764,1.5856430966000643,0.08938818202981516,-0.08938818202981516,1.648365819569392,0.18989989666096854,-0.18989989666096854,0.5350351574731481,1.4253472573541193,1.5972938308781006,-0.3983741211869514,0.3983741211869514,-0.0008185770143677892,0.0008185770143677892,0.2230069417527101,-0.2230069417527101,0.30777434313718666,1.7391742991144037
2,s233,1.548155400438504,-0.4831328909631672,0.06812769958517594,2.0883619479640783,-0.04015889028764922,3.40069094408432,0.21513563645294725,0.6766836428371227,0.2428459358893459,-0.9617044268017144,0.28502078396459163,-0.4727301592596252,0.014748586917332053,0.4492802858581381,1.8295333524071495,3.590167770219081,0.3139816226352017,1.8865094777676368,2.068422464974596,0.4425294102079555,-0.8025466165172216,0.3600172063092661,0.5453320869420242,1.6841870229001108,3.142197376209181,-0.7141321687771233,-2.11288775037872,0.6082964501255941,2.218723469030249,0.1696411811338336,1.9379485691119551,0.9320794899653614,0.6740316832549844,-0.1079473753865385,-0.8693316617520571,0.1079473753865385,0.1952999784970726,-0.06940096083170208,0.06940096083170208,0.6463162857482261,2.1387636980015703,3.2711435161528053,-1.0712872051670401,1.0712872051670401,0.3136591060583048,1.5433022359735658,1.3484742134815897,-0.043282083530461125,-0.1568824462281171,0.14549988233636524,0.05466464742221297,0.5938637185683628,1.777019602045269,2.4814052622419704,-0.9552798311178794,0.9552798311178794,0.45406431459266,1.4019856735849732,1.7461288394084162,0.5650280530101862,-0.5650280530101862,0.3050131581991946,1.5555815037682346,3.1541911495848622,0.4691636666640064,-0.4691636666640064,0.3436343668427423,2.3876273800784418,3.298347150897471,0.3706048683065473,-0.3706048683065473,0.33074006926266664,1.8264957873068863,0.40830821390985067,-0.40830821390985067,2.4521701930473427,0.5937652189041829,-0.5937652189041829,0.3829966610025301,2.1229426723296934,2.267708339609322,-0.4195125321168095,0.4195125321168095,0.28677896720659884,-0.28677896720659884,0.021225702046385197,-0.021225702046385197,0.4063536732287048,1.9490807997229629
3,s326,2.3127127699733983,-0.641662872531678,0.03261468612291588,3.5643611583190853,-0.505106475819013,2.810322482695148,-0.1812954070258356,0.4342749896690309,-0.2739679268325542,-0.5183195803717787,0.08404459070274778,-0.1234324517765099,0.5786957856348998,0.3557533498137807,2.235096363260222,2.8077679278180847,0.32304833569396785,1.9941301540625007,2.1128884637428142,0.3037270629171507,0.13134452033943994,-0.4350715832565907,0.3956145854441521,2.3624720046151046,1.6847297156670629,0.19442651177238995,-0.612326573383975,-0.20163244252607967,0.6195325041376647,0.025679837481134195,2.545362378503852,1.6240745722756444,0.3436041622172509,-0.13385195424726784,-0.4446095002073021,0.13385195424726784,0.10100533799005113,0.20461687848441984,-0.20461687848441984,0.4092978376087287,2.550750604465476,3.381002187918622,-0.11105344175935897,0.11105344175935897,0.471824332155597,1.2708201082581554,0.8883182054180779,-0.0711963119178363,0.036175994924296205,0.05394516992287928,-0.01892485292933918,0.6283983025793681,2.290187147525482,2.2915420354041247,-0.2317443204687233,0.2317443204687233,0.4872885625879054,1.858139577415173,0.95407591239058,0.04399619412233142,-0.04399619412233142,0.0587800300699143,2.13563802776211,2.2526816937419727,0.4445126222582344,-0.4445126222582344,0.39442137240172304,1.6263954711379174,2.4203143042993283,0.1664950756344508,-0.1664950756344508,0.3916517566179413,1.7503243829363555,0.12235101739812378,-0.12235101739812378,3.2612770504033883,0.5879188975220975,-0.5879188975220975,0.30154060551552114,3.197804330805813,1.648419341304065,-0.2313070824644271,0.2313070824644271,0.05863876594251673,-0.05863876594251673,-0.02024971248987961,0.02024971248987961,0.03095002145302671,3.0455940987630825
4,s163,2.0315372139952688,-0.5766632973647072,0.05106840502441627,1.9913082905605952,-0.25417946150294085,3.2796990423740184,0.4113577835247793,0.6654391045639114,-0.11712899401696113,-0.8605173052430175,0.19507820067910608,-0.3640650045746151,0.06983621506679698,0.3565905037085253,1.9542952808060958,3.4139233920077063,0.11201685644382428,2.8460155779455785,2.021573522668859,0.3043842257546345,-0.2645845397266283,-0.03979968602800621,0.41729904371502935,2.4251917355526142,1.3445944168019852,1.9268308225319133,0.8776598539145313,-3.674943443079721,0.8704527666332771,0.27895418669501193,1.8790038121284265,1.4992249032430818,0.26666892037654505,0.037493908386808085,-0.3997249576947948,-0.037493908386808085,0.13305603731824978,0.14393057227516307,-0.14393057227516307,0.2136464575172576,2.21633433966422,2.6094980110739883,-0.5559878037124599,0.5559878037124599,0.2968316272542548,1.397023473247765,1.378757908687395,-0.040052294806145854,-0.37869737817020543,0.34687682528355285,0.07187284769279845,0.4701899035713252,1.8876618714024769,2.46458378002744,-0.868388273316243,0.868388273316243,0.4876785169048358,1.5580394148336634,3.083924046199935,0.3637045579399685,-0.3637045579399685,0.2304119297473725,1.8050127613286129,1.888584878889494,0.3376182553303961,-0.3376182553303961,0.3500941164498483,1.4246199876735612,3.3500190282976456,-0.07323549436648859,0.07323549436648859,0.3844054441417511,1.5390120061756811,0.21694737174379666,-0.21694737174379666,2.547808174371206,0.5016028747700774,-0.5016028747700774,0.3269588631518497,1.7810156964614683,1.8557822683076641,-0.5613191607184632,0.5613191607184632,0.16297505678260973,-0.16297505678260973,0.23957882705498176,-0.23957882705498176,0.3547513233989511,1.451702874173132
5,s244,3.3443454028181736,-1.1329565120636855,0.14999645165699296,2.3429938296180755,-0.4082349711555697,3.79616158108185,-0.1254003180549431,0.2615711577531759,-0.20751818615621975,-0.5071144931448202,0.24554333539164425,-0.408061340132622,0.7409798443437848,0.37165355788143095,2.1821841475508004,3.625710303039282,0.28511084171270196,1.4281156495054788,1.5228585668779338,-0.10888824302904364,0.26016202058673804,-0.1512737775576944,0.4291232657986826,1.9130128505493729,4.263527432603121,-0.7059335729675662,-2.4309067848237738,1.4138210886511495,1.7230192691401909,0.19155028347847075,2.257623163456917,1.7691737081056147,0.5567651473954052,-0.08363254951126264,-0.8477357326378531,0.08363254951126264,0.2909705852424479,0.11616366934996004,-0.11616366934996004,0.3023768013013121,2.0981115429676107,1.8136183109402488,0.17918759100617124,-0.17918759100617124,0.020963723207761683,2.4102685029620967,1.4307577676713816,0.03855137582051106,-0.30806681264648705,0.3906675107146916,-0.12115207388871566,0.42826752913097255,2.1024405866489384,3.6643540841268334,-1.1084223593448832,1.1084223593448832,0.4410210752479291,1.6008620760019217,2.746092610235696,0.2927193936818299,-0.2927193936818299,0.3513055048101576,1.4089486438554877,2.445482306647889,0.5225006132786753,-0.5225006132786753,0.40060095443223454,1.1841915018411764,2.3409556732850474,-0.19499685664144625,0.19499685664144625,0.4014893542733348,1.304425891273999,-0.03008044710711925,0.03008044710711925,2.677855454855386,0.7333389961434126,-0.7333389961434126,0.3899530837498951,2.5906563956499884,1.8162241521565743,-0.2716759887008052,0.2716759887008052,-0.023778823784477224,0.023778823784477224,0.2671552991116502,-0.2671552991116502,0.2399383236389037,2.10131845471762
6,s205,3.2273908644795903,-0.8385258822130099,0.054880939644774834,2.70745918755961,-0.4309443483103924,2.79352487155788,-0.31174957209822485,0.24207748882269806,-0.5484655565685184,-0.6589724833139868,0.4168949944912888,-1.1450732437607398,2.0052883724274833,0.313393916539621,1.1563871638458083,4.25603326278968,0.2598580911208705,1.2517354809024406,1.0995017375139773,-0.4915135099820198,-0.040637001905923766,0.5321505118879436,0.4224640547455757,1.7454635743310158,3.39483539122079,1.5622644953298517,-0.21016235073210907,-0.6664917266415719,-0.6856104179561705,0.23677658437404064,2.466144371356501,1.4787163741151623,0.3329558869936137,-0.016969214594039647,-0.2411278570859807,0.016969214594039647,-0.09182802990763302,0.0429187433304206,-0.0429187433304206,0.4004008333394589,1.884992649447504,2.9075530060062875,-0.3827409278443072,0.3827409278443072,0.3036999694688584,0.9921251730544696,2.150354950844614,-0.24869142231280414,-0.7767830764965331,1.5625551014472532,-0.537080602637916,0.5550137810472512,1.6075018887227244,2.257385186972729,-0.6188422328066339,0.6188422328066339,0.39609130443529816,1.1359548955255088,3.009972246655487,0.7629294454580994,-0.7629294454580994,0.2739045444267185,1.309021518708777,2.605701362751166,0.2515653121615698,-0.2515653121615698,0.3070144379685777,1.0390888099031184,3.7810885999193182,0.4137135625153041,-0.4137135625153041,0.3359714113940133,1.1969998140849296,0.13930195235786152,-0.13930195235786152,3.1067494361303347,0.6090726319288134,-0.6090726319288134,0.3498951665719807,1.446316775917567,2.5229295711170203,-0.7814310517862962,0.7814310517862962,0.242804588699556,-0.242804588699556,0.04177744227523019,-0.04177744227523019,0.3036852436319557,1.6208048049618269
7,s495,2.9150198705573054,-0.7781914515162162,0.1920274722836427,2.4046928347365766,-0.1862428111336992,4.339222843584015,0.21006186250139666,0.4705986863321989,-0.41454642385326695,-0.6906419179290546,0.22004323159685574,-0.3448512614851389,0.5493358228370092,0.3694099068252389,2.7651104849368906,3.549112004275895,0.3179332240760891,1.6689854685875638,2.1437247818585727,0.2624710143389013,-0.1891164339116498,-0.07335458042725149,0.4275278318502121,3.1440891060950285,2.4374211271682458,-0.13285642567206904,-0.7418804733612404,-0.4253235901219789,1.3000604891552885,0.13615767285951255,3.2555052436413656,2.0856965669409,0.4581390302336122,-0.23964776256423675,-0.09992784582477507,0.23964776256423675,-0.35821118440883715,0.12870918075980162,-0.12870918075980162,0.3810177795046576,2.5511603533024867,2.636101589255607,-0.3133372990531603,0.3133372990531603,0.3425288764822261,1.7548824296799066,1.7010211108486124,-0.1525301546762105,-0.0055534941888593595,0.1493782804866569,0.008705368378412959,0.6869250602275931,2.905879014233484,2.3760241436895053,-0.6774239386168952,0.6774239386168952,0.4509447846909622,1.8216625152101005,2.6760897607804424,0.34006989073813154,-0.34006989073813154,0.305577308478648,2.3688778476117625,3.409004352256872,0.7481414716094937,-0.7481414716094937,0.3446622030615315,2.1802462240339198,4.070341689413584,-0.08230528286715108,0.08230528286715108,0.3680897063026136,1.763514852772791,0.01277263982987245,-0.01277263982987245,3.4521278075830515,0.12555997024143542,-0.12555997024143542,0.16976411151185938,5.595187318907418,1.7401577776544717,-0.3495474052609689,0.3495474052609689,0.027145515013107097,-0.027145515013107097,0.02237480510060576,-0.02237480510060576,0.2889241843658349,2.6251900187197457
8,s285,2.1213217381337213,-0.8236256906867153,0.15306839602968955,2.2823343582045843,-0.23172643547325197,4.7918656727819995,0.16046010428333593,0.2636152620342609,0.2940504392928173,-0.890224236613924,0.626608974579663,-0.6039933050445021,0.1494827614683489,0.5017357913636099,2.6393911057568484,3.2537250864056886,0.33239513580668445,1.5985325120715606,1.1361711652547901,0.5723697017977311,-0.3230377640229499,-0.2493319377747812,0.4722650515662367,2.019652918748888,2.3407018505648263,0.9250598931679844,-1.170939438917496,-0.4820963064499114,0.7279758521994227,0.25343148186889564,1.8334092837000244,1.530808379686327,0.4511205574124586,0.09509462910647233,-0.07619727918126247,-0.09509462910647233,-0.3749232782311961,-0.020650150640423852,0.020650150640423852,0.4941028217730618,1.9993338343444709,2.6486467016314004,-1.1843009435819538,1.1843009435819538,0.3160967728738486,1.9448891640272992,1.211150414609364,0.08465514838194584,-0.2888418289904693,0.4790461168509282,-0.2748594362424048,0.5966498767479362,2.5185161898925568,2.556997450548764,-0.31271498570520345,0.31271498570520345,0.4684044361676154,2.160949905864173,2.9618135955554106,0.28137613616209745,-0.28137613616209745,0.2761086472669589,1.9827073462242282,2.484641470777156,0.01687286972954482,-0.01687286972954482,0.3766987772427856,1.9886123588514408,1.5029942563662786,-0.18125541319475752,0.18125541319475752,0.3806767691472915,1.8583568594756348,-0.07134621579372633,0.07134621579372633,2.3423728845106524,0.6600423102005722,-0.6600423102005722,0.5967891167494641,2.0517378849226278,0.8974591610935824,-0.2627311566188649,0.2627311566188649,-0.0402885283741848,0.0402885283741848,0.23736679945488415,-0.23736679945488415,0.2106259117691221,1.8993136892246305
9,s359,2.329285511955677,-0.9390351153403372,0.1272105175766181,2.3565339605037052,-0.4537240620811851,3.0909114401459847,0.0687876952695308,0.1465859946021897,-0.2952286321137744,-0.5615710806736081,0.4149850860714184,-0.3238273768445949,0.5502683136888384,0.4076051914987132,2.0248648537693588,3.2735525056031816,0.35678201658179826,1.4440688067861889,1.7065315148428966,0.18816188913030849,-0.2073260455048593,0.019164156374550826,0.5792568469725493,1.878524934249276,1.8798305306718124,0.19614236544324612,-1.5433885927531663,0.3957784243508759,0.9514678029590444,0.29087360457002304,1.2759303530640442,1.49958160544422,0.2812023591623255,-0.18463665773250304,-0.7056317678278052,0.18463665773250304,0.4244294086654797,0.15169564230354793,-0.15169564230354793,0.3754995501150688,1.8547115901204607,1.8915594453826392,-0.5389538368606224,0.5389538368606224,0.3327807530185498,1.3692344561932872,1.5026726615799884,0.2305982826430619,0.0622389661801466,0.19342797631290845,-0.48626522513611703,0.4984719218207008,1.9893263004716382,2.5010479359600466,-0.8075196072983339,0.8075196072983339,0.5200950254673218,1.2062226165603411,2.3112935338424307,0.3181560532269353,-0.3181560532269353,0.35373460319847666,1.33981502749505,1.3054716582637875,0.050076134030917915,-0.050076134030917915,0.28122245429517784,2.1050093111749466,1.8867601322065015,-0.10215161788617903,0.10215161788617903,0.3400902294764961,1.4336678771663058,0.06548004353853958,-0.06548004353853958,1.6123461882422578,0.3895306780332023,-0.3895306780332023,0.4537248072440783,1.7067132031067704,1.8504126412220108,-0.573614220233469,0.573614220233469,0.539151029463607,-0.539151029463607,0.2664601020703368,-0.2664601020703368,0.4185911692557101,1.6650294597455646
